CustomerID,Region,Gender,Age,Education Years,Employment Years,Job Category,Retired,Marital Status,Household Size,Household Income,umber Pets,Home Owner,Car Ownership,Car Brand,Car Value,Commute Distance,Political Party,Votes,Credit Card,Credit Card Tenure,Active Lifestyle,TV Watching Hours,Streaming Svcs,Wireless Internet,Smart Phone,Twitter Acct,LinkedIn Acct,Facebook Acct,News Subscriber,Coupon Redemption,Brand Tenure Months,Monthly Spend ProductA,Cumulative Spend ProductA,Monthly Spend ProductB,Cumulative Spend ProductB,Monthly Spend ProductC,Cumulative Spend ProductC,Total Avg Monthly Spend,High Value Customer
2572-TOGWQI-F7T,2,Male,34,11,9,Service,No,Married,4,"$82,000.00",7,1,Own,Domestic,"$19,200",19,Yes,No,Mast,16,Yes,23,No,No,No,Yes,Yes,No,Yes,0,48,$39.60,$410.08,$0.00,$0.00,$0.00,$0.00,$39.60,0
2572-TXKMZK-B60,5,Male,68,16,15,Professional,No,Unmarried,3,"$148,000.00",0,1,Own,Domestic,"$72,000",23,No,Yes,Disc,30,No,25,Yes,No,No,Yes,Yes,No,Yes,0,48,$33.80,$323.08,$118.60,"$1,118.44",$0.00,$0.00,$152.40,0
2572-TXSMBE-U04,1,Male,66,11,23,Service,Yes,Married,2,"$52,000.00",0,0,Own,Domestic,"$9,900",24,Yes,No,AMEX,40,Yes,20,No,No,No,Yes,Yes,No,Yes,0,71,$174.40,"$2,505.96",$0.00,$0.00,$0.00,$0.00,$174.40,0
2574-XWIFPA-0C9,1,Female,34,18,8,Labor,No,Unmarried,3,"$72,000.00",8,0,NoCar,N/A,$0,12,Yes,Yes,Disc,1,Yes,28,Yes,No,No,No,No,Yes,No,0,3,$9.60,$3.48,$91.60,$31.92,$0.00,$0.00,$101.20,0
2578-HZMZCZ-KXA,5,Male,67,18,30,Service,No,Unmarried,1,"$196,000.00",11,1,Own,Domestic,"$88,800",31,No,No,Disc,21,No,23,Yes,No,No,No,No,No,No,0,46,$25.40,$228.72,$137.60,"$1,212.08",$0.00,$0.00,$163.00,0
2578-QQXNBH-3G2,2,Male,26,13,6,Crafts,No,Married,4,"$170,000.00",6,1,Own,Foreign,"$35,700",17,No,Yes,Visa,2,No,14,No,No,No,Yes,Yes,No,Yes,0,11,$23.20,$28.84,$0.00,$0.00,$0.00,$0.00,$23.20,0
2580-QKFVLS-05A,5,Female,76,11,23,Sales,No,Unmarried,1,"$80,000.00",0,1,Own,Foreign,"$10,500",29,No,No,Mast,38,No,18,Yes,Yes,Yes,No,No,Yes,Yes,0,70,$117.80,"$1,744.00",$178.20,"$2,511.40",$201.25,"$3,365.64",$497.25,1
2581-PFMMKD-4C6,3,Male,57,17,9,Professional,No,Married,5,"$78,000.00",1,1,Own,Domestic,"$18,900",30,No,Yes,Disc,34,Yes,23,No,No,No,No,No,No,Yes,0,63,$56.40,$640.28,$0.00,$0.00,$0.00,$0.00,$56.40,0
2581-UPECEP-JVH,3,Male,38,16,10,Professional,No,Unmarried,2,"$152,000.00",0,1,Own,Domestic,"$44,700",21,No,Yes,Mast,20,No,18,Yes,Yes,Yes,Yes,Yes,No,Yes,0,47,$118.00,"$1,138.08",$208.00,"$1,869.08",$311.75,"$3,368.70",$637.75,1
2582-FTCAHT-UIJ,2,Female,50,16,20,Crafts,No,Unmarried,1,"$207,000.00",9,1,Own,Domestic,"$75,900",29,No,No,Mast,26,Yes,24,No,No,No,Yes,Yes,No,No,0,46,$34.20,$346.08,$0.00,$0.00,$0.00,$0.00,$34.20,0
2583-FMHHBW-E5N,2,Female,19,14,0,Labor,No,Unmarried,2,"$26,000.00",7,0,Own,Domestic,"$8,400",21,Yes,Yes,Visa,1,Yes,0,No,No,No,Yes,Yes,No,No,0,2,$9.20,$5.64,$0.00,$0.00,$0.00,$0.00,$9.20,0
2583-SNENRM-DOI,3,Female,32,14,4,Service,No,Unmarried,2,"$66,000.00",1,1,Own,Domestic,"$16,800",22,Yes,No,Visa,7,No,20,No,Yes,Yes,Yes,Yes,No,Yes,0,29,$18.80,$114.40,$0.00,$0.00,$138.75,$941.04,$157.55,0
2586-SHIEMY-36H,4,Female,21,16,0,Sales,No,Married,3,"$58,000.00",11,1,Lease,Domestic,"$15,700",28,Yes,No,Mast,3,No,21,Yes,Yes,Yes,Yes,No,Yes,Yes,0,43,$41.40,$350.00,$148.00,"$1,260.92",$243.00,"$2,467.68",$432.40,1
2588-HQCQXV-7IE,1,Male,26,13,4,Service,No,Unmarried,3,"$30,000.00",4,1,Own,Foreign,"$3,500",22,Yes,Yes,Disc,6,No,16,No,No,No,No,Yes,No,No,0,20,$23.00,$107.96,$0.00,$0.00,$0.00,$0.00,$23.00,0
2589-LDUDOZ-UZ9,5,Female,34,12,9,Crafts,No,Unmarried,2,"$74,000.00",7,0,Own,Domestic,"$20,200",34,No,Yes,AMEX,16,Yes,15,Yes,No,Yes,Yes,Yes,No,No,0,45,$34.20,$332.48,$153.60,"$1,385.96",$0.00,$0.00,$187.80,0
2590-GUXWSK-RWT,2,Male,18,13,0,Professional,No,Unmarried,4,"$40,000.00",0,1,Own,Domestic,"$11,700",17,No,No,Mast,0,No,26,No,No,No,Yes,Yes,No,No,1,7,$83.80,$105.40,$0.00,$0.00,$0.00,$0.00,$83.80,0
2591-HAWSSX-B1M,2,Male,39,17,5,Professional,No,Unmarried,1,"$100,000.00",4,0,Own,Foreign,"$26,100",24,Yes,No,Mast,1,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,$10.40,$2.08,$192.40,$38.48,$154.75,$37.14,$357.55,1
2594-FSOPWS-H02,3,Male,63,13,3,Sales,No,Unmarried,1,"$138,000.00",1,1,Own,Foreign,"$53,200",22,Yes,Yes,Disc,19,Yes,18,Yes,No,No,No,No,No,Yes,0,45,$31.20,$277.56,$114.40,$968.00,$0.00,$0.00,$145.60,0
2595-GKBUAC-XWF,1,Female,64,8,29,Labor,No,Unmarried,1,"$133,000.00",1,1,Own,Foreign,"$69,200",21,No,Yes,Visa,25,Yes,24,No,No,No,No,No,No,Yes,0,46,$51.20,$452.60,$0.00,$0.00,$0.00,$0.00,$51.20,0
2596-OOIKZX-J6D,2,Male,48,15,4,Professional,No,Unmarried,1,"$112,000.00",0,1,Lease,Domestic,"$28,300",20,No,No,AMEX,3,No,13,No,No,No,No,No,Yes,No,0,10,$25.40,$48.92,$0.00,$0.00,$0.00,$0.00,$25.40,0
2602-GARLID-YZ3,3,Male,46,13,12,Professional,No,Unmarried,1,"$182,000.00",0,1,Own,Foreign,"$34,200",31,Yes,No,AMEX,13,No,22,No,No,No,No,Yes,No,No,0,21,$50.00,$249.52,$0.00,$0.00,$0.00,$0.00,$50.00,0
2603-JDZIQN-SZF,5,Female,53,12,6,Sales,No,Married,2,"$64,000.00",0,0,Own,Domestic,"$15,600",37,No,Yes,Mast,8,No,19,No,No,No,Yes,Yes,No,Yes,0,24,$32.20,$135.20,$0.00,$0.00,$0.00,$0.00,$32.20,0
2607-JYHQAJ-PXS,5,Male,42,10,10,Service,No,Married,3,"$76,000.00",2,1,Own,Foreign,"$14,900",35,No,Yes,Disc,24,Yes,24,No,No,No,No,No,No,Yes,0,64,$59.20,$764.64,$0.00,$0.00,$0.00,$0.00,$59.20,0
2610-FLEKEU-W4B,2,Female,56,13,14,Service,No,Unmarried,1,"$134,000.00",3,1,Own,Domestic,"$29,500",25,Yes,No,Visa,19,Yes,30,No,No,No,No,No,No,No,0,22,$32.60,$137.36,$0.00,$0.00,$0.00,$0.00,$32.60,0
2610-YGEKFL-GHX,3,Female,63,11,10,Professional,No,Unmarried,1,"$82,000.00",1,1,Own,Domestic,"$26,800",23,No,No,Visa,20,Yes,21,No,No,No,No,No,No,Yes,1,47,$58.00,$610.48,$0.00,$0.00,$0.00,$0.00,$58.00,0
2613-HPXXOY-32A,5,Female,30,16,3,Service,No,Married,2,"$128,000.00",6,1,Own,Foreign,"$35,900",28,No,No,Mast,13,Yes,20,Yes,No,No,No,No,No,No,0,29,$29.80,$162.00,$116.60,$591.48,$0.00,$0.00,$146.40,0
2613-VHCUEU-JA7,2,Male,40,10,10,Service,No,Married,5,"$56,000.00",0,1,Own,Domestic,"$9,900",28,No,No,AMEX,15,Yes,26,No,No,No,No,No,No,Yes,0,41,$56.40,$472.20,$0.00,$0.00,$0.00,$0.00,$56.40,0
2616-IMMTNU-V14,2,Female,71,14,14,Service,No,Married,2,"$106,000.00",7,0,Own,Foreign,"$29,000",24,Yes,Yes,Visa,27,No,21,Yes,Yes,Yes,Yes,Yes,No,Yes,0,50,$76.00,$729.48,$195.20,"$1,838.04",$244.75,"$2,632.50",$515.95,1
2616-RGMMZL-YB5,3,Male,77,9,44,Labor,Yes,Married,2,"$44,000.00",0,1,NoCar,N/A,$0,21,No,No,Mast,40,No,17,No,No,No,No,No,Yes,Yes,0,72,$138.20,"$1,883.44",$0.00,$0.00,$0.00,$0.00,$138.20,0
2619-CCKAFO-AJU,3,Female,65,12,20,Service,Yes,Married,2,"$22,000.00",9,0,Own,Domestic,"$4,400",21,No,No,Mast,30,No,20,No,Yes,Yes,Yes,Yes,Yes,Yes,0,66,$68.00,$924.16,$0.00,$0.00,$184.25,"$2,797.74",$252.25,0
2622-QMMTOD-I14,5,Male,31,13,6,Crafts,No,Unmarried,1,"$54,000.00",5,0,Lease,Foreign,"$10,700",12,No,No,Disc,5,No,19,Yes,No,No,No,No,Yes,No,0,17,$30.00,$108.28,$119.60,$362.60,$0.00,$0.00,$149.60,0
2623-MEOMRM-QB7,1,Male,54,17,11,Sales,No,Unmarried,1,"$154,000.00",6,1,NoCar,N/A,$0,19,Yes,Yes,Disc,27,Yes,26,Yes,Yes,Yes,Yes,No,No,Yes,0,52,$48.20,$525.48,$147.00,"$1,443.44",$186.00,"$2,286.12",$381.20,1
2625-GKYBHV-6VK,4,Female,54,15,9,Professional,No,Unmarried,1,"$84,000.00",5,1,Own,Domestic,"$22,700",23,Yes,Yes,AMEX,36,No,25,Yes,Yes,No,No,No,Yes,Yes,0,71,$143.60,"$2,032.44",$184.80,"$2,561.60",$238.50,"$3,897.84",$566.90,1
2627-JVEEIV-9S6,5,Female,49,11,5,Sales,No,Unmarried,1,"$62,000.00",2,0,Own,Domestic,"$18,400",34,No,Yes,AMEX,20,No,26,No,No,No,No,No,No,Yes,0,30,$107.20,$607.60,$0.00,$0.00,$0.00,$0.00,$107.20,0
2630-QLWCTO-A9D,3,Male,60,17,26,Crafts,No,Unmarried,1,"$161,000.00",1,1,Own,Domestic,"$41,000",27,No,No,Visa,15,No,18,Yes,No,No,Yes,No,Yes,Yes,1,54,$65.80,$661.60,$119.60,"$1,254.12",$0.00,$0.00,$185.40,0
2630-XEQTYA-4X8,2,Female,76,19,5,Sales,No,Unmarried,2,"$34,000.00",0,0,Own,Domestic,"$5,200",23,Yes,Yes,Visa,10,No,0,Yes,No,Yes,Yes,No,No,Yes,0,24,$23.00,$116.44,$128.80,$592.32,$0.00,$0.00,$151.80,0
2636-MRPJKV-P08,4,Male,51,17,5,Sales,No,Unmarried,4,"$132,000.00",1,1,Own,Domestic,"$43,600",28,Yes,Yes,Disc,6,Yes,24,Yes,Yes,No,Yes,Yes,No,No,0,7,$15.20,$20.20,$125.40,$143.60,$124.25,$194.52,$264.85,0
2638-CHUZHQ-P08,1,Male,49,17,3,Sales,No,Married,3,"$138,000.00",1,1,Own,Foreign,"$43,100",38,Yes,No,Disc,16,Yes,29,Yes,Yes,Yes,Yes,Yes,No,No,1,45,$67.40,$608.36,$124.60,"$1,215.04",$98.50,"$1,038.84",$290.50,1
2640-TFNEVP-MIP,3,Female,35,14,10,Service,No,Unmarried,1,"$106,000.00",0,1,Own,Foreign,"$25,800",38,Yes,No,Visa,17,No,21,No,No,Yes,No,No,No,No,0,45,$28.20,$269.92,$0.00,$0.00,$0.00,$0.00,$28.20,0
2641-HDUCAQ-IZO,5,Male,66,16,6,Sales,No,Unmarried,1,"$136,000.00",6,1,Own,Domestic,"$27,900",30,Yes,Yes,Visa,24,No,14,No,No,No,No,No,No,Yes,0,57,$73.40,$899.52,$0.00,$0.00,$0.00,$0.00,$73.40,0
2641-SAADER-H8I,4,Female,18,13,0,Labor,No,Unmarried,1,"$32,000.00",8,0,Own,Domestic,"$7,500",28,No,Yes,Disc,0,No,22,No,No,No,No,No,Yes,No,0,6,$31.00,$38.16,$0.00,$0.00,$0.00,$0.00,$31.00,0
2643-CDXNCN-93B,4,Female,29,12,2,Sales,No,Unmarried,1,"$42,000.00",0,1,Own,Domestic,"$11,500",28,No,Yes,Visa,3,Yes,19,No,No,No,Yes,Yes,No,No,0,10,$16.40,$37.00,$0.00,$0.00,$0.00,$0.00,$16.40,0
2646-CHSJDY-JKY,2,Female,60,13,4,Sales,No,Unmarried,1,"$54,000.00",2,1,Lease,Foreign,"$9,700",41,No,No,Disc,4,Yes,11,No,No,No,No,No,No,No,0,9,$29.20,$45.60,$0.00,$0.00,$0.00,$0.00,$29.20,0
2646-PARGYE-3C0,3,Male,60,19,22,Professional,No,Married,2,"$115,000.00",11,1,Own,Foreign,"$54,700",17,Yes,Yes,Visa,26,No,29,Yes,No,No,No,No,No,Yes,0,45,$62.80,$577.88,$153.20,"$1,359.36",$0.00,$0.00,$216.00,0
2649-IPDINN-U0N,5,Male,24,17,0,Sales,No,Married,4,"$36,000.00",1,1,Own,Foreign,"$8,200",33,No,No,Visa,3,No,22,Yes,Yes,Yes,Yes,No,Yes,No,0,11,$20.40,$56.44,$154.40,$309.16,$129.00,$309.84,$303.80,1
2649-LMSFFN-EVH,5,Male,53,16,6,Sales,No,Unmarried,1,"$70,000.00",0,1,Own,Foreign,"$16,600",23,Yes,Yes,Visa,8,Yes,18,Yes,No,Yes,No,No,No,No,0,10,$11.40,$26.12,$171.00,$327.28,$0.00,$0.00,$182.40,0
2654-JRLXAI-HC7,2,Female,46,10,5,Professional,No,Unmarried,1,"$50,000.00",6,0,Own,Domestic,"$13,400",26,Yes,Yes,Visa,16,No,20,No,No,No,Yes,No,No,Yes,0,31,$36.80,$258.00,$0.00,$0.00,$0.00,$0.00,$36.80,0
2654-URCDHG-QT8,2,Female,50,14,20,Service,No,Married,2,"$133,000.00",0,1,Own,Domestic,"$56,300",24,Yes,Yes,Visa,23,No,23,No,No,Yes,Yes,Yes,No,Yes,0,58,$90.80,"$1,025.24",$0.00,$0.00,$0.00,$0.00,$90.80,0
2655-ZCMVRX-G4C,4,Male,42,14,9,Service,No,Married,3,"$190,000.00",1,1,Own,Domestic,"$50,600",24,No,No,AMEX,13,No,34,No,No,No,No,No,No,Yes,0,39,$36.00,$272.20,$0.00,$0.00,$0.00,$0.00,$36.00,0
2659-CCTXZC-38P,3,Male,69,16,13,Professional,No,Unmarried,1,"$115,000.00",7,1,Own,Foreign,"$33,100",30,Yes,No,Disc,27,No,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,52,$85.40,$813.12,$202.60,"$2,018.00",$240.75,"$2,928.96",$528.75,1
2659-TMGOHV-MS3,2,Male,37,11,16,Labor,No,Married,5,"$178,000.00",0,1,Own,Foreign,"$41,200",14,No,No,Disc,19,No,24,No,No,No,Yes,Yes,Yes,Yes,1,66,$148.80,"$2,003.64",$0.00,$0.00,$0.00,$0.00,$148.80,0
2663-SSYYDJ-W8E,2,Female,36,15,0,Sales,No,Unmarried,1,"$58,000.00",2,1,Own,Domestic,"$16,200",22,No,Yes,Visa,11,Yes,22,Yes,Yes,Yes,Yes,Yes,No,No,0,22,$20.00,$99.60,$175.80,$659.16,$134.50,$662.88,$330.30,1
2665-KYMUNB-XHA,1,Male,43,14,5,Professional,No,Unmarried,1,"$58,000.00",5,0,NoCar,N/A,$0,29,No,No,AMEX,25,Yes,19,Yes,No,No,Yes,No,No,Yes,0,69,$72.20,"$1,018.24",$114.00,"$1,596.68",$0.00,$0.00,$186.20,0
2670-UQJKZH-ZNG,5,Female,63,17,21,Professional,Yes,Unmarried,1,"$28,000.00",10,1,Own,Foreign,"$6,500",32,No,No,Visa,14,Yes,17,No,No,No,No,No,Yes,No,1,36,$47.80,$390.76,$0.00,$0.00,$0.00,$0.00,$47.80,0
2671-KHXXZH-R6J,1,Male,49,18,14,Labor,No,Married,7,"$197,000.00",0,0,Own,Foreign,"$95,300",22,Yes,Yes,AMEX,16,Yes,17,No,No,No,Yes,Yes,No,No,1,38,$36.60,$279.48,$0.00,$0.00,$0.00,$0.00,$36.60,0
2675-YSBKYV-O7V,4,Male,53,10,27,Service,No,Married,4,"$190,000.00",0,1,NoCar,N/A,$0,32,No,Yes,Disc,35,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,71,$142.60,"$2,077.28",$178.80,"$2,566.40",$227.00,"$3,711.66",$548.40,1
2677-FNCVMK-AV4,2,Female,54,20,10,Service,No,Unmarried,1,"$92,000.00",0,1,Own,Domestic,"$18,600",15,No,Yes,AMEX,13,No,15,Yes,No,No,No,No,Yes,Yes,0,34,$34.60,$242.16,$93.40,$578.56,$0.00,$0.00,$128.00,0
2678-CLOHMI-U3G,3,Male,63,14,26,Service,No,Married,2,"$153,000.00",1,1,Own,Foreign,"$52,500",19,No,Yes,AMEX,15,No,16,No,Yes,Yes,Yes,Yes,Yes,Yes,0,34,$27.40,$196.00,$0.00,$0.00,$238.75,"$1,831.56",$266.15,0
2680-QCLJXZ-EQU,3,Male,69,12,24,Professional,No,Unmarried,1,"$165,000.00",0,0,Own,Foreign,"$83,700",18,Yes,No,Disc,30,No,14,No,No,No,Yes,Yes,No,Yes,0,68,$133.60,"$1,904.60",$0.00,$0.00,$0.00,$0.00,$133.60,0
2681-FGWTIM-PR4,3,Male,62,16,21,Agriculture,Yes,Married,2,"$40,000.00",9,1,Own,Domestic,"$8,300",33,No,No,Disc,39,No,16,No,No,No,No,Yes,No,Yes,0,72,$109.40,"$1,496.12",$0.00,$0.00,$0.00,$0.00,$109.40,0
2681-MOWKDD-1WV,3,Male,76,12,15,Sales,No,Married,2,"$136,000.00",0,1,Own,Foreign,"$34,200",33,Yes,Yes,Disc,40,No,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,72,$218.60,"$3,293.96",$155.60,"$2,210.44",$168.50,"$3,055.02",$542.70,1
2681-QIEYXC-L9E,1,Female,55,8,28,Service,No,Unmarried,1,"$138,000.00",0,1,Own,Domestic,"$31,100",25,Yes,No,Visa,36,Yes,23,No,No,No,Yes,Yes,No,Yes,0,68,$102.80,"$1,387.12",$0.00,$0.00,$0.00,$0.00,$102.80,0
2683-DBNVBL-NWC,1,Female,68,15,14,Professional,Yes,Married,2,"$20,000.00",0,1,Lease,Foreign,"$3,700",24,Yes,Yes,Mast,17,Yes,27,No,No,No,Yes,Yes,Yes,No,0,34,$36.80,$256.16,$0.00,$0.00,$0.00,$0.00,$36.80,0
2685-BKIDBN-3WC,5,Male,69,15,14,Sales,No,Unmarried,1,"$98,000.00",11,0,NoCar,N/A,$0,32,Yes,No,Mast,32,No,15,No,No,No,No,Yes,No,Yes,0,64,$68.20,$818.00,$0.00,$0.00,$0.00,$0.00,$68.20,0
2685-JGCTCK-CAA,3,Male,78,12,25,Professional,Yes,Married,2,"$40,000.00",0,1,Own,Domestic,"$10,200",28,No,Yes,Mast,40,No,23,No,Yes,Yes,Yes,Yes,No,Yes,1,72,$220.40,"$3,208.56",$0.00,$0.00,$501.25,"$8,660.52",$721.65,1
2685-MLUSBE-KQ3,2,Female,50,15,2,Sales,No,Unmarried,1,"$100,000.00",0,1,Own,Domestic,"$22,600",31,No,Yes,Visa,2,No,15,No,No,No,No,No,No,No,0,4,$10.00,$7.00,$0.00,$0.00,$0.00,$0.00,$10.00,0
2687-GRSYRT-YRW,4,Male,33,14,4,Sales,No,Married,2,"$164,000.00",5,1,Lease,Foreign,"$58,400",30,No,Yes,AMEX,8,No,15,No,No,No,No,No,Yes,Yes,0,21,$17.80,$65.36,$0.00,$0.00,$0.00,$0.00,$17.80,0
2688-GYVWQM-JSK,4,Male,24,18,0,Crafts,No,Unmarried,1,"$102,000.00",11,1,NoCar,N/A,$0,27,No,Yes,Mast,6,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,35,$31.20,$160.08,$243.80,"$1,718.88",$311.75,"$2,553.54",$586.75,1
2688-LKNTHG-FFU,4,Female,63,16,17,Labor,No,Married,2,"$186,000.00",9,1,Own,Domestic,"$52,100",30,No,Yes,Visa,37,No,21,No,No,Yes,Yes,Yes,No,Yes,1,71,$209.20,"$2,992.48",$0.00,$0.00,$0.00,$0.00,$209.20,0
2689-VYLAYC-OSJ,5,Female,59,11,21,Labor,No,Unmarried,1,"$100,000.00",6,1,Own,Domestic,"$57,100",21,No,Yes,Visa,30,No,18,No,No,No,No,No,No,Yes,1,63,$80.00,"$1,034.28",$0.00,$0.00,$0.00,$0.00,$80.00,0
2701-REFVHC-0WJ,3,Female,21,9,1,Professional,No,Married,5,"$36,000.00",4,1,Own,Domestic,"$7,900",28,No,No,AMEX,3,No,23,No,No,No,No,No,No,No,0,22,$35.80,$132.76,$0.00,$0.00,$0.00,$0.00,$35.80,0
2704-IYQPPC-5RN,1,Male,56,19,11,Professional,No,Unmarried,1,"$166,000.00",10,1,Own,Foreign,"$33,600",12,No,Yes,Visa,17,No,21,Yes,Yes,Yes,Yes,No,Yes,Yes,0,34,$56.80,$379.76,$167.40,"$1,190.08",$195.75,"$1,646.40",$419.95,1
2704-LZYTQD-QWX,2,Male,27,11,1,Sales,No,Married,2,"$46,000.00",5,0,Own,Domestic,"$14,900",25,No,No,Mast,10,Yes,19,No,No,No,No,No,No,No,0,12,$20.00,$42.44,$0.00,$0.00,$0.00,$0.00,$20.00,0
2704-RLBHGY-MD9,3,Male,46,12,20,Agriculture,No,Unmarried,1,"$124,000.00",2,0,Own,Foreign,"$80,600",34,No,No,AMEX,18,No,17,No,No,No,Yes,Yes,No,Yes,0,33,$84.40,$524.60,$0.00,$0.00,$0.00,$0.00,$84.40,0
2707-RPRDJC-D8J,1,Male,64,10,27,Labor,Yes,Married,2,"$46,000.00",2,0,Lease,Foreign,"$12,900",20,No,Yes,AMEX,25,No,22,No,No,No,Yes,Yes,No,Yes,1,41,$67.20,$602.16,$0.00,$0.00,$0.00,$0.00,$67.20,0
2717-LTBLAV-YLE,4,Male,46,13,2,Sales,No,Married,2,"$56,000.00",3,0,Own,Foreign,"$9,900",27,Yes,No,Mast,24,Yes,16,No,No,No,No,No,No,No,0,44,$60.00,$522.92,$0.00,$0.00,$0.00,$0.00,$60.00,0
2718-PMYPKN-49S,2,Male,43,19,3,Sales,No,Married,5,"$104,000.00",3,1,Own,Foreign,"$28,300",11,Yes,No,AMEX,8,No,24,Yes,No,No,No,No,Yes,No,0,20,$23.40,$96.96,$79.00,$284.00,$0.00,$0.00,$102.40,0
2719-FWSBVY-XOL,5,Female,59,14,5,Sales,No,Married,6,"$72,000.00",1,0,Own,Foreign,"$24,100",19,Yes,Yes,Visa,8,Yes,26,No,No,No,No,No,No,Yes,1,32,$46.00,$322.20,$0.00,$0.00,$0.00,$0.00,$46.00,0
2720-KLDQBG-5GZ,4,Female,48,14,6,Sales,No,Unmarried,1,"$82,000.00",2,1,Own,Domestic,"$23,900",26,Yes,No,Disc,30,No,19,No,Yes,Yes,Yes,Yes,No,Yes,0,68,$64.80,$918.56,$0.00,$0.00,$175.75,"$2,808.00",$240.55,0
2724-FAZIYE-AMO,5,Female,55,17,7,Sales,No,Unmarried,1,"$174,000.00",2,1,Lease,Foreign,"$48,600",31,No,Yes,AMEX,16,No,19,No,No,No,No,No,No,No,0,41,$47.60,$414.52,$0.00,$0.00,$0.00,$0.00,$47.60,0
2726-JQACBX-VTZ,3,Male,31,12,4,Sales,No,Married,5,"$54,000.00",6,1,Own,Domestic,"$11,300",24,No,Yes,Mast,13,No,22,No,No,No,Yes,Yes,No,No,0,44,$60.40,$570.28,$0.00,$0.00,$0.00,$0.00,$60.40,0
2727-QLKEXR-NSO,3,Female,27,17,2,Professional,No,Married,6,"$106,000.00",2,1,NoCar,N/A,$0,15,Yes,Yes,AMEX,3,Yes,15,Yes,Yes,Yes,No,No,Yes,No,0,6,$15.60,$25.32,$137.00,$134.08,$76.25,$93.96,$228.85,0
2727-VJTFSE-HOR,4,Male,43,13,5,Sales,No,Unmarried,1,"$136,000.00",1,0,Own,Domestic,"$33,300",23,No,Yes,Mast,25,No,25,No,No,No,No,No,No,Yes,0,49,$57.20,$597.68,$0.00,$0.00,$0.00,$0.00,$57.20,0
2728-IVRGQO-IPZ,5,Female,47,14,4,Sales,No,Married,5,"$130,000.00",0,0,Own,Domestic,"$35,300",33,No,Yes,Disc,29,Yes,21,Yes,No,No,No,Yes,No,Yes,0,63,$86.20,"$1,074.92",$136.80,"$1,765.56",$0.00,$0.00,$223.00,0
2729-KBQJSU-J3G,1,Male,19,14,0,Sales,No,Unmarried,1,"$36,000.00",0,1,Lease,Domestic,"$8,600",29,Yes,No,Mast,1,Yes,26,Yes,No,Yes,Yes,No,Yes,No,0,4,$8.60,$3.20,$123.20,$60.00,$0.00,$0.00,$131.80,0
2732-OHIHRD-UTV,2,Female,24,12,1,Professional,No,Married,3,"$46,000.00",1,0,Own,Domestic,"$13,100",32,No,No,Othe,6,No,14,No,No,No,No,No,No,Yes,0,33,$43.20,$285.92,$0.00,$0.00,$0.00,$0.00,$43.20,0
2732-ZJVWFW-LQX,3,Female,38,11,2,Sales,No,Married,4,"$36,000.00",0,0,Own,Foreign,"$8,100",19,Yes,Yes,Mast,5,No,14,No,Yes,Yes,Yes,No,No,Yes,0,20,$19.00,$70.40,$0.00,$0.00,$112.00,$496.98,$131.00,0
2735-PDKKEG-P4W,3,Female,68,8,14,Professional,No,Unmarried,1,"$86,000.00",7,0,Own,Foreign,"$17,500",20,Yes,No,Mast,19,No,19,No,No,No,Yes,No,No,No,1,35,$34.80,$226.96,$0.00,$0.00,$0.00,$0.00,$34.80,0
2736-QDRAAN-VAI,5,Female,18,13,0,Sales,No,Married,4,"$42,000.00",2,1,Own,Domestic,"$13,400",44,Yes,Yes,Disc,0,No,20,No,No,No,Yes,Yes,No,No,0,7,$16.80,$22.56,$0.00,$0.00,$0.00,$0.00,$16.80,0
2736-SHWWRW-TA2,2,Male,33,20,3,Professional,No,Unmarried,1,"$196,000.00",5,0,Own,Foreign,"$60,200",28,No,No,AMEX,15,No,20,Yes,Yes,Yes,No,No,Yes,Yes,0,65,$73.80,$968.24,$155.80,"$2,062.36",$177.25,"$2,658.48",$406.85,1
2743-GECIYJ-E92,4,Female,57,15,16,Service,Yes,Unmarried,1,"$62,000.00",1,0,Lease,Foreign,"$13,800",26,Yes,Yes,Mast,15,Yes,14,No,No,No,Yes,Yes,No,No,1,52,$47.80,$496.24,$0.00,$0.00,$0.00,$0.00,$47.80,0
2745-RNCJOU-ERZ,3,Male,50,13,20,Labor,No,Married,7,"$142,000.00",2,1,Own,Domestic,"$72,800",19,No,No,Disc,32,No,19,No,No,No,No,No,No,Yes,0,72,$285.40,"$4,133.12",$0.00,$0.00,$0.00,$0.00,$285.40,1
2751-UYLXAM-IAW,3,Female,33,20,1,Sales,No,Married,5,"$44,000.00",4,1,Own,Domestic,"$12,000",22,No,Yes,Disc,3,Yes,24,No,No,No,No,No,No,No,0,6,$12.20,$12.76,$0.00,$0.00,$0.00,$0.00,$12.20,0
2751-ZODYWM-XHG,1,Male,22,16,0,Sales,No,Unmarried,1,"$40,000.00",5,1,Lease,Domestic,"$9,400",26,Yes,No,AMEX,3,No,21,No,No,No,No,No,Yes,No,0,4,$17.40,$17.16,$0.00,$0.00,$0.00,$0.00,$17.40,0
