CustomerID,Region,Gender,Age,Education_Years,Employment_Years,Job_Category,Retired,Marital_Status,Household_Size,Household_Income,Number_Pets,Home_Owner,Car_Ownership,Car_Brand,Car_Value,Commute_Distance,Political_Party,Votes,Credit_Card,Credit_Card_Tenure,Active_Lifestyle,TV_Watching_Hours,Streaming_Svcs,Wireless_Internet,Smart_Phone,Twitter_Acct,LinkedIn_Acct,Facebook_Acct,News_Subscriber,Coupon_Redemption,Brand_Tenure_Months,Monthly_Spend_ProductA,Cumulative_Spend_ProductA,Monthly_Spend_ProductB,Cumulative_Spend_ProductB,Monthly_Spend_ProductC,Cumulative_Spend_ProductC,Total_Avg_Monthly_Spend,High_Value_Customer
1399-TKHYPQ-CB4,4,Female,46,15,4,Professional,0,Unmarried,2,118000.0,1,1,Own,Domestic,28000,18,0,0,Visa,16,0,19,1,1,1,1,1,1,0,0,33,35.4,228.12,176.4,1170.84,197.25,1490.04,409.05,1
1401-EKFFEL-5SJ,2,Male,49,14,10,Sales,0,Married,2,110000.0,0,0,Own,Domestic,16900,29,0,1,Visa,12,0,19,0,1,0,1,1,0,0,1,32,48.0,293.76,0.0,0.0,161.0,1248.72,209.0,0
1402-OOREED-37L,2,Female,32,8,8,Crafts,0,Married,4,80000.0,8,1,Own,Foreign,15200,33,0,0,Mast,11,0,14,0,0,0,0,0,0,0,0,31,31.4,176.48,0.0,0.0,0.0,0.0,31.4,0
1402-XVMJFP-FAT,5,Male,77,17,5,Sales,1,Unmarried,1,20000.0,3,0,Lease,Foreign,5000,30,1,1,Othe,36,0,19,0,0,0,0,0,0,1,0,65,79.2,1040.96,0.0,0.0,0.0,0.0,79.2,0
1405-PZRQQU-MJF,3,Male,34,8,3,Professional,0,Married,5,56000.0,3,1,Own,Domestic,13600,30,0,1,Amex,16,0,20,0,0,0,0,1,0,1,1,46,49.6,472.6,0.0,0.0,0.0,0.0,49.6,0
1408-SHGWUX-3PP,5,Male,18,9,0,Professional,0,Married,3,30000.0,0,0,Own,Foreign,6800,28,0,0,Amex,0,0,23,0,0,0,1,0,0,0,0,6,26.6,27.08,0.0,0.0,0.0,0.0,26.6,0
1412-IVOLMS-APB,3,Female,26,15,0,Sales,0,Unmarried,1,84000.0,5,1,Own,Domestic,16700,18,0,0,Amex,9,1,18,1,1,0,0,1,1,0,0,21,46.6,186.96,180.4,699.04,226.5,1035.9,453.5,1
1413-SYXTVM-YFE,5,Male,56,12,14,Sales,0,Married,2,70000.0,0,0,Own,Domestic,15600,24,0,0,Visa,36,1,17,0,0,1,1,1,0,1,0,70,100.8,1468.12,0.0,0.0,0.0,0.0,100.8,0
1414-AAECEB-G5D,1,Female,41,15,13,Crafts,0,Unmarried,3,108000.0,3,0,Own,Foreign,28200,26,1,1,Visa,12,0,19,0,0,0,1,1,0,0,1,27,23.2,110.08,0.0,0.0,0.0,0.0,23.2,0
1414-UQOKXB-QKW,4,Female,37,15,1,Sales,0,Married,4,90000.0,7,1,Own,Domestic,23000,22,1,1,Mast,12,0,28,1,1,1,0,1,1,0,1,37,19.8,153.12,176.2,1279.96,201.25,1778.52,397.25,1
1415-RPWLRQ-PKQ,4,Female,41,14,5,Professional,0,Married,2,88000.0,0,1,Own,Domestic,21700,39,0,1,Disc,11,0,14,0,0,0,0,0,0,0,0,35,36.4,255.48,0.0,0.0,0.0,0.0,36.4,0
1416-DCKVMY-BIS,1,Male,20,15,0,Sales,0,Unmarried,1,90000.0,3,0,Own,Domestic,23600,33,1,0,Mast,2,1,34,0,0,0,1,0,1,0,0,13,13.8,27.08,0.0,0.0,0.0,0.0,13.8,0
1423-VFQTEB-8TJ,4,Male,46,20,5,Sales,0,Unmarried,1,122000.0,2,1,Own,Foreign,62000,16,0,1,Visa,18,1,18,1,0,0,1,0,0,1,0,36,54.4,429.12,123.2,846.88,0.0,0.0,177.6,0
1425-JAFCJG-R12,2,Male,21,16,0,Sales,0,Married,5,34000.0,1,1,Own,Foreign,8000,25,1,1,Visa,3,1,18,0,1,1,1,1,1,1,0,20,37.0,174.0,0.0,0.0,224.25,905.4,261.25,0
1426-IRWTBI-PKH,1,Female,44,16,9,Crafts,0,Married,3,82000.0,1,1,Own,Foreign,21100,30,0,0,Disc,26,1,19,1,1,0,0,0,1,1,0,70,46.2,605.96,175.8,2455.56,186.25,3047.52,408.25,1
1427-IDHMZG-E0Q,3,Female,41,20,5,Professional,0,Unmarried,1,184000.0,1,1,Own,Domestic,87500,30,0,0,Disc,15,0,25,1,1,1,1,1,1,1,0,27,18.2,97.68,182.4,970.16,244.5,1515.6,445.1,1
1429-IBJRVF-S3O,5,Male,32,12,4,Professional,0,Married,3,48000.0,3,1,Own,Domestic,11900,22,0,1,Amex,3,1,20,0,0,0,1,0,0,0,0,7,17.0,23.72,0.0,0.0,0.0,0.0,17.0,0
1430-CTJLTM-5MW,5,Female,27,19,1,Sales,0,Married,2,50000.0,11,0,Own,Domestic,11800,21,1,0,Mast,5,1,26,1,0,0,0,1,0,0,0,12,23.6,56.24,105.4,263.0,0.0,0.0,129.0,0
1431-EMZZWE-21V,5,Male,41,19,6,Sales,0,Unmarried,5,186000.0,4,1,Own,Domestic,43100,40,0,0,Visa,11,1,19,1,1,1,1,1,1,0,0,26,39.2,185.12,257.8,1226.76,387.25,2302.86,684.25,1
1432-DOEIXA-PSE,5,Male,72,20,2,Sales,1,Unmarried,1,54000.0,0,0,Own,Domestic,10600,24,1,0,Amex,23,0,31,1,0,1,1,1,1,1,0,49,32.6,328.44,149.2,1408.8,0.0,0.0,181.8,0
1433-UGBLZP-ZRQ,3,Male,78,19,26,Labor,1,Unmarried,1,20000.0,4,0,Own,Domestic,4800,29,1,1,Disc,10,1,0,1,1,1,1,1,1,0,0,26,22.8,136.36,179.2,860.36,191.75,1155.6,393.75,1
1440-RJDTZI-UQW,2,Female,68,14,16,Labor,1,Unmarried,1,46000.0,2,1,Lease,Domestic,8700,20,1,0,Disc,38,0,21,0,0,0,0,0,1,1,0,71,129.6,1871.36,0.0,0.0,0.0,0.0,129.6,0
1444-EGXRTI-10R,3,Male,25,15,3,Labor,0,Unmarried,4,68000.0,2,1,Own,Domestic,18500,20,1,0,Amex,5,1,18,0,0,0,0,0,0,0,1,18,12.8,37.6,0.0,0.0,0.0,0.0,12.8,0
1446-EOSUKZ-KSJ,2,Male,18,13,0,Professional,0,Unmarried,3,48000.0,0,0,Own,Foreign,14600,27,0,1,Visa,0,0,19,0,1,1,1,1,1,0,1,8,54.6,86.44,0.0,0.0,160.5,293.22,215.1,0
1450-QBPTGG-TTM,1,Male,42,17,4,Professional,0,Unmarried,1,158000.0,2,0,Own,Foreign,38700,23,1,1,Disc,14,1,19,1,0,0,0,0,1,0,0,30,28.6,172.84,107.8,612.2,0.0,0.0,136.4,0
1451-QUVCZE-QRU,2,Female,77,18,44,Labor,1,Unmarried,1,162000.0,1,1,Own,Foreign,93900,24,1,1,Disc,40,0,21,0,0,0,0,0,1,1,0,72,161.4,2356.08,0.0,0.0,0.0,0.0,161.4,0
1454-FTZAQZ-TIG,2,Female,77,10,24,Agriculture,1,Married,2,18000.0,5,0,Lease,Domestic,3400,38,1,0,Amex,38,0,0,0,0,0,0,0,0,1,0,72,178.6,2560.32,0.0,0.0,0.0,0.0,178.6,0
1454-NFDIPL-ST9,3,Female,46,9,1,Sales,0,Unmarried,1,64000.0,4,1,Lease,Foreign,10200,21,1,1,Visa,2,0,19,0,0,0,1,1,0,0,0,6,12.0,14.52,0.0,0.0,0.0,0.0,12.0,0
1455-CIQJNU-YD3,3,Female,36,21,6,Crafts,0,Married,3,156000.0,0,1,Own,Foreign,43600,19,1,1,Disc,8,0,23,1,0,1,0,0,1,0,0,14,21.8,44.8,107.2,263.48,0.0,0.0,129.0,0
1456-WRXMLK-KUA,5,Male,60,21,17,Service,0,Unmarried,1,106000.0,5,1,Own,Domestic,44000,39,0,1,Mast,30,0,20,1,1,1,1,1,1,1,0,57,44.2,483.64,268.6,2943.56,460.5,6175.92,773.3,1
1456-XCYXNF-UGL,1,Male,30,13,2,Sales,0,Married,4,64000.0,3,1,Own,Domestic,15200,20,0,0,Disc,12,0,17,0,0,0,1,0,0,1,1,29,21.2,146.28,0.0,0.0,0.0,0.0,21.2,0
1457-HBHXCK-UCV,5,Male,24,18,0,Sales,0,Unmarried,1,38000.0,2,1,Own,Domestic,5200,27,1,1,Amex,6,1,15,1,1,1,1,1,1,1,0,41,49.0,373.56,254.4,2048.64,243.25,2342.7,546.65,1
1462-OSIGEB-JHX,3,Male,79,19,39,Labor,1,Married,2,30000.0,11,1,Lease,Domestic,9500,31,0,0,Amex,38,0,16,1,0,1,0,0,1,1,0,71,98.0,1366.2,145.6,1977.28,0.0,0.0,243.6,0
1463-QKIGZO-L8V,5,Male,38,12,2,Sales,0,Unmarried,1,64000.0,2,0,Own,Domestic,18500,35,0,0,Disc,5,0,18,0,0,0,0,0,0,0,0,9,22.2,46.68,0.0,0.0,0.0,0.0,22.2,0
1464-NIKEAI-3CE,3,Female,75,17,22,Service,1,Married,2,66000.0,1,0,Own,Foreign,22500,19,0,0,Disc,40,0,15,1,0,0,0,0,1,1,0,72,267.6,3777.48,180.0,2642.16,0.0,0.0,447.6,1
1469-FTYFUO-OBS,4,Female,78,14,21,Sales,1,Unmarried,1,52000.0,0,0,Lease,Foreign,12700,15,1,0,Disc,35,1,18,0,0,0,0,1,0,1,0,68,96.2,1363.56,0.0,0.0,0.0,0.0,96.2,0
1473-YDZVPG-DSP,4,Male,67,16,14,Sales,0,Unmarried,1,131000.0,3,1,Own,Foreign,63000,20,0,0,Disc,39,0,34,1,1,0,1,1,0,1,0,72,336.0,4924.28,198.6,2944.16,258.0,4291.44,792.6,1
1475-AZQBFN-ROY,1,Male,54,19,21,Labor,0,Married,2,126000.0,0,1,Own,Foreign,55800,28,0,1,Amex,36,0,18,1,0,0,0,0,1,1,1,72,381.2,5415.44,246.2,3579.12,0.0,0.0,627.4,1
1476-ZJSUZO-GSO,4,Female,53,16,14,Service,0,Unmarried,1,142000.0,5,0,Own,Domestic,73200,25,0,0,Visa,7,1,12,1,1,0,1,1,0,1,0,29,37.8,192.12,170.8,970.96,181.25,1111.86,389.85,1
1478-EHVOGF-I3J,1,Male,69,12,3,Sales,1,Married,2,24000.0,1,1,Lease,Domestic,8200,22,0,0,Mast,4,1,0,0,0,0,1,1,0,1,0,10,10.2,24.24,0.0,0.0,0.0,0.0,10.2,0
1482-LKVWLT-04W,5,Female,66,18,8,Sales,0,Married,2,126000.0,0,1,Lease,Foreign,23200,24,1,0,Disc,31,1,18,1,1,1,0,0,1,1,0,59,54.6,633.68,204.8,2400.68,205.0,2932.44,464.4,1
1483-XVLIVC-A75,5,Male,55,16,8,Sales,0,Married,2,58000.0,1,1,Lease,Domestic,11800,29,0,1,Visa,21,0,18,0,0,0,0,1,1,0,0,38,34.4,262.72,0.0,0.0,0.0,0.0,34.4,0
1484-QEODBZ-1P4,4,Female,46,14,9,Professional,0,Unmarried,1,118000.0,1,0,Own,Foreign,33200,31,0,0,Mast,16,1,20,0,0,0,0,1,0,0,0,45,11.6,93.88,0.0,0.0,0.0,0.0,11.6,0
1487-NHDXVC-5H7,3,Male,52,10,11,Professional,0,Married,2,70000.0,0,1,Lease,Foreign,17700,17,1,0,Mast,28,0,20,0,0,0,0,0,0,1,0,60,74.4,903.36,0.0,0.0,0.0,0.0,74.4,0
1495-ORHBEL-NR2,2,Male,71,16,32,Agriculture,1,Unmarried,1,22000.0,5,1,Own,Foreign,6300,20,0,1,Disc,9,0,18,0,0,1,1,1,0,0,0,26,27.2,130.96,0.0,0.0,0.0,0.0,27.2,0
1498-AHEYHZ-G4E,4,Female,51,13,10,Sales,0,Unmarried,1,152000.0,1,1,Own,Foreign,42400,15,0,0,Visa,11,1,20,0,0,0,1,1,0,1,0,27,33.2,191.04,0.0,0.0,0.0,0.0,33.2,0
1500-KHFJPE-Q5U,2,Female,24,17,0,Sales,0,Unmarried,4,68000.0,6,0,Own,Domestic,16700,19,0,0,Visa,3,1,21,1,1,0,0,0,1,0,0,9,17.2,28.72,112.8,176.64,88.75,176.64,218.75,0
1500-WZPUFV-C19,2,Male,41,14,10,Crafts,0,Unmarried,1,102000.0,0,1,Own,Domestic,24600,18,1,0,Visa,12,1,25,0,0,1,1,1,0,0,0,32,50.4,316.4,0.0,0.0,0.0,0.0,50.4,0
1504-YOFFPM-NA3,2,Male,61,7,27,Labor,1,Married,4,30000.0,2,1,Own,Domestic,4900,28,0,0,Mast,33,0,21,0,0,0,1,1,0,1,1,59,82.2,982.04,0.0,0.0,0.0,0.0,82.2,0
1507-NPSCTR-H9G,2,Male,72,13,30,Crafts,1,Unmarried,1,18000.0,0,0,Lease,Foreign,4300,23,1,0,Disc,18,0,0,0,0,0,0,1,0,0,1,33,40.4,280.04,0.0,0.0,0.0,0.0,40.4,0
1512-YYHKDS-5KW,3,Female,49,11,7,Professional,0,Married,2,110000.0,1,0,Own,Foreign,20500,18,0,1,Mast,8,1,28,0,0,0,0,0,0,0,0,30,21.2,100.8,0.0,0.0,0.0,0.0,21.2,0
1514-XHYBLO-FAC,1,Female,38,20,4,Professional,0,Married,3,84000.0,3,1,Own,Domestic,16900,24,0,1,Disc,10,1,26,0,0,0,0,0,1,0,0,23,34.8,180.0,0.0,0.0,0.0,0.0,34.8,0
1516-CYANIZ-RY8,4,Male,37,18,8,Labor,0,Married,3,193000.0,0,1,Own,Domestic,88700,23,0,1,Disc,10,0,18,1,1,1,1,1,1,1,1,33,35.8,266.24,238.6,1528.0,316.5,2457.72,590.9,1
1517-HJZLKK-037,2,Female,24,9,0,Sales,0,Married,2,62000.0,4,0,Own,Foreign,16300,23,0,1,Visa,6,1,23,0,0,1,1,1,0,1,0,46,39.0,329.8,0.0,0.0,0.0,0.0,39.0,0
1518-JGDELC-VUO,5,Male,58,13,20,Service,0,Married,2,154000.0,5,1,Own,Foreign,44000,38,1,1,Amex,21,0,15,1,0,1,0,0,1,0,0,38,31.6,278.4,150.8,1121.84,0.0,0.0,182.4,0
1518-USSGDF-5HT,4,Male,22,17,0,Crafts,0,Unmarried,2,68000.0,1,0,Own,Domestic,20000,42,1,1,Mast,4,1,22,0,0,0,0,0,0,1,0,52,115.4,1221.44,0.0,0.0,0.0,0.0,115.4,0
1521-BGJXTO-ABT,5,Male,54,18,18,Service,0,Married,5,113000.0,0,1,Own,Foreign,75300,33,0,0,Mast,28,0,26,0,0,0,0,0,0,1,0,62,57.4,679.8,0.0,0.0,0.0,0.0,57.4,0
1522-EVEYND-4I4,2,Female,51,14,10,Professional,0,Unmarried,1,198000.0,5,1,Own,Domestic,39400,23,0,0,Disc,18,0,13,1,1,1,1,1,1,0,1,40,26.2,217.64,209.0,1630.36,351.25,3234.48,586.45,1
1522-RFXLTU-173,5,Male,59,10,3,Sales,0,Married,2,80000.0,7,1,Own,Domestic,16100,24,1,1,Disc,19,0,26,0,0,0,0,0,0,0,1,52,43.8,429.0,0.0,0.0,0.0,0.0,43.8,0
1526-FUEFQG-I9O,2,Female,71,14,22,Professional,1,Unmarried,1,78000.0,9,1,Lease,Foreign,16100,22,0,0,Visa,39,0,16,0,0,0,0,0,0,1,0,70,80.2,1048.32,0.0,0.0,0.0,0.0,80.2,0
1526-KASRKM-6H1,3,Female,59,11,19,Sales,1,Married,3,64000.0,0,1,Own,Domestic,13800,22,1,1,Disc,18,1,19,0,0,0,0,0,0,0,1,34,35.6,263.36,0.0,0.0,0.0,0.0,35.6,0
1527-FHUVAV-FFM,3,Female,54,13,11,Professional,0,Unmarried,1,165000.0,6,0,Own,Domestic,70000,32,0,1,Mast,36,0,20,0,1,1,1,1,1,1,1,70,170.0,2472.72,0.0,0.0,239.25,4121.16,409.25,1
1527-FTFBNO-JT3,2,Female,41,10,4,Professional,0,Married,2,80000.0,6,1,Own,Foreign,18900,35,0,0,Mast,23,1,23,0,0,0,0,0,0,1,1,69,91.0,1215.04,0.0,0.0,0.0,0.0,91.0,0
1531-HCGTLO-7M0,3,Female,69,10,21,Professional,0,Married,2,134000.0,10,0,Own,Foreign,34600,25,1,0,Mast,27,1,18,0,0,0,1,1,0,0,0,38,37.4,307.44,0.0,0.0,0.0,0.0,37.4,0
1535-WQQNZE-Y0M,5,Male,35,14,5,Professional,0,Unmarried,1,68000.0,0,0,Own,Domestic,16300,34,0,0,Othe,2,0,17,0,0,0,1,1,0,0,1,6,16.8,31.56,0.0,0.0,0.0,0.0,16.8,0
1537-EOLBHN-V36,4,Female,55,13,5,Sales,0,Married,3,64000.0,6,0,Lease,Foreign,16300,12,0,0,Disc,6,0,12,0,0,1,1,1,0,1,1,14,22.6,58.92,0.0,0.0,0.0,0.0,22.6,0
1541-VVBZZE-2V2,1,Female,65,8,32,Crafts,0,Unmarried,1,125000.0,0,1,Own,Foreign,46200,29,0,1,Visa,37,1,29,0,0,0,1,0,0,1,0,71,155.0,2209.24,0.0,0.0,0.0,0.0,155.0,0
1542-CBENYH-O88,3,Male,51,16,5,Sales,0,Married,2,136000.0,0,0,Own,Foreign,26700,18,1,1,Visa,6,0,15,0,0,0,1,1,0,0,0,10,19.4,47.68,0.0,0.0,0.0,0.0,19.4,0
1543-YZTNSD-L60,2,Male,79,10,35,Labor,1,Unmarried,1,26000.0,3,0,Lease,Domestic,6000,19,0,0,Mast,39,0,21,0,0,0,0,0,0,1,0,71,97.8,1306.08,0.0,0.0,0.0,0.0,97.8,0
1544-QTSJCY-A59,2,Male,36,18,1,Sales,0,Unmarried,1,194000.0,0,1,Own,Foreign,52200,21,1,1,Amex,10,0,24,1,1,1,1,1,1,0,0,30,18.4,106.88,168.0,996.64,131.75,927.54,318.15,1
1552-COSSKC-9M3,1,Male,36,12,9,Labor,0,Unmarried,2,52000.0,4,0,Own,Domestic,12800,34,0,1,Mast,7,1,14,0,1,1,1,1,1,0,0,28,29.2,153.4,0.0,0.0,221.0,1459.32,250.2,0
1553-CFKORW-DX4,2,Female,20,15,0,Sales,0,Unmarried,1,48000.0,0,0,Own,Foreign,9100,19,1,0,Mast,2,1,14,1,1,0,0,1,1,0,1,8,25.4,33.44,126.2,167.12,114.25,185.64,265.85,0
1559-EGEHZG-18M,1,Female,26,12,4,Service,0,Married,4,60000.0,4,0,Lease,Foreign,18400,21,0,1,Visa,8,0,24,0,0,0,0,0,0,0,0,34,44.2,317.12,0.0,0.0,0.0,0.0,44.2,0
1564-KLTUJF-0UW,1,Female,52,7,5,Sales,0,Married,3,58000.0,7,1,Own,Foreign,15200,27,1,0,Visa,18,1,16,0,0,0,1,1,0,0,1,33,32.8,209.32,0.0,0.0,0.0,0.0,32.8,0
1564-WARFFZ-CYW,1,Female,55,17,11,Crafts,1,Unmarried,1,36000.0,10,0,Own,Foreign,12500,28,0,0,Visa,33,0,29,0,0,0,0,1,0,1,0,68,83.0,1169.6,0.0,0.0,0.0,0.0,83.0,0
1566-EGYRIY-B18,1,Female,32,21,0,Sales,0,Unmarried,1,66000.0,8,1,Own,Domestic,14300,21,0,0,Mast,8,1,15,0,0,0,0,0,1,1,0,25,42.4,213.68,0.0,0.0,0.0,0.0,42.4,0
1567-ARERMX-G7Y,3,Female,44,9,20,Service,0,Married,4,158000.0,0,1,Own,Foreign,51000,28,1,0,Visa,3,1,21,0,0,0,1,1,0,0,0,9,8.8,9.48,0.0,0.0,0.0,0.0,8.8,0
1567-HSKKVU-0HF,2,Male,37,13,8,Labor,0,Unmarried,2,56000.0,0,1,Own,Domestic,16200,26,1,1,Amex,19,1,19,0,0,0,0,0,0,0,0,35,83.8,649.56,0.0,0.0,0.0,0.0,83.8,0
1569-HKZECB-XL5,4,Female,32,13,3,Professional,0,Unmarried,1,100000.0,3,0,Own,Foreign,24200,22,0,0,Mast,11,0,25,0,0,0,0,0,0,0,0,25,67.6,367.08,0.0,0.0,0.0,0.0,67.6,0
1570-TKBDYZ-6W5,5,Male,54,12,19,Professional,0,Unmarried,2,168000.0,0,1,Own,Domestic,43500,25,0,1,Visa,8,0,21,0,0,0,0,1,0,0,0,35,34.4,262.64,0.0,0.0,0.0,0.0,34.4,0
1572-NRBFLG-KBF,5,Female,67,11,26,Crafts,0,Unmarried,1,166000.0,0,0,Own,Foreign,64100,16,0,0,Mast,37,1,25,0,0,0,0,0,0,1,1,68,94.6,1251.24,0.0,0.0,0.0,0.0,94.6,0
1573-KAASUO-TZL,1,Male,49,11,7,Sales,0,Unmarried,1,64000.0,0,1,Own,Foreign,12200,20,0,0,Visa,11,0,12,1,0,1,1,1,0,0,0,34,29.2,206.68,136.6,914.44,0.0,0.0,165.8,0
1573-VSPRQK-B8S,5,Male,43,9,13,Professional,0,Married,5,118000.0,3,0,Own,Domestic,33200,28,0,0,Mast,25,0,25,0,0,0,0,0,0,1,0,69,98.2,1376.16,0.0,0.0,0.0,0.0,98.2,0
1577-VXNSMP-M3E,5,Female,38,16,12,Service,0,Married,2,113000.0,0,0,Own,Foreign,62800,40,1,1,Visa,20,1,14,1,0,1,0,0,1,1,0,52,22.8,255.8,163.2,1669.36,0.0,0.0,186.0,0
1579-PUNBXZ-61O,2,Female,42,10,6,Sales,0,Unmarried,1,96000.0,4,0,Own,Foreign,18200,19,0,0,Visa,9,1,21,0,0,0,0,0,0,0,0,30,17.0,108.2,0.0,0.0,0.0,0.0,17.0,0
1580-BDVEHG-V4S,4,Female,68,19,7,Sales,0,Married,4,48000.0,5,0,Lease,Domestic,10100,30,0,1,Mast,18,0,17,0,0,0,0,0,0,1,0,35,52.2,340.0,0.0,0.0,0.0,0.0,52.2,0
1585-LMTCZT-US5,3,Female,63,17,12,Professional,0,Unmarried,1,118000.0,0,1,Own,Domestic,28900,21,0,1,Visa,12,0,15,0,0,0,0,0,1,1,0,31,35.0,224.8,0.0,0.0,0.0,0.0,35.0,0
1587-LHMXIB-2NP,1,Male,53,10,29,Agriculture,0,Unmarried,1,164000.0,0,1,Own,Foreign,45600,29,0,1,Mast,25,1,18,0,0,0,0,1,0,1,0,59,65.2,736.8,0.0,0.0,0.0,0.0,65.2,0
1590-MJNDRF-FYT,1,Female,26,15,0,Sales,0,Married,2,32000.0,4,1,Lease,Domestic,6400,21,1,1,Mast,8,1,24,1,0,0,0,0,0,1,0,63,70.8,820.96,169.2,2148.96,0.0,0.0,240.0,0
1591-SNQHWX-OVE,5,Female,67,18,23,Crafts,0,Unmarried,1,132000.0,1,1,Own,Foreign,82900,22,1,1,Disc,30,0,12,0,0,0,0,0,0,1,1,67,123.8,1661.32,0.0,0.0,0.0,0.0,123.8,0
1599-IFCVAG-M36,5,Male,39,15,7,Professional,0,Unmarried,1,152000.0,1,1,Own,Domestic,45400,29,0,1,Amex,6,0,19,0,0,0,0,0,0,1,1,14,25.6,68.04,0.0,0.0,0.0,0.0,25.6,0
1599-NTGIAV-BHR,5,Male,33,9,6,Professional,0,Unmarried,3,50000.0,5,0,Own,Domestic,8000,22,0,0,Visa,5,1,27,0,0,0,0,0,1,0,0,11,26.4,67.24,0.0,0.0,0.0,0.0,26.4,0
1608-DQBMUD-AB8,3,Male,55,21,11,Professional,0,Unmarried,1,128000.0,0,1,Own,Foreign,96300,19,1,1,Visa,36,0,21,1,1,1,1,1,1,1,0,67,72.6,1039.56,286.8,3777.92,340.0,5407.92,699.4,1
1613-GNANGZ-9A1,5,Female,66,13,3,Sales,0,Unmarried,1,72000.0,1,0,Lease,Domestic,17200,29,1,1,Disc,11,0,24,0,0,0,0,0,0,0,0,32,15.6,118.12,0.0,0.0,0.0,0.0,15.6,0
1615-UWOQCF-02I,3,Male,42,12,5,Professional,0,Married,5,60000.0,2,1,Own,Foreign,12700,30,1,1,Amex,9,0,17,0,0,0,0,1,0,0,0,31,51.4,291.08,0.0,0.0,0.0,0.0,51.4,0
1617-JVYTRM-6HU,3,Female,49,20,13,Labor,0,Married,5,117000.0,9,1,Own,Foreign,73300,31,1,1,Amex,31,1,19,1,1,1,0,1,1,1,0,69,50.4,635.8,165.2,2208.92,185.0,2967.42,400.6,1
1618-FPIXBZ-90I,5,Female,26,18,0,Sales,0,Married,5,46000.0,0,1,Own,Foreign,12600,23,1,0,Visa,8,0,18,0,0,0,0,0,0,1,0,54,69.2,729.0,0.0,0.0,0.0,0.0,69.2,0
1618-XLOREQ-Q4Y,4,Male,75,10,10,Sales,1,Unmarried,1,18000.0,3,0,Lease,Domestic,5700,33,1,0,Visa,38,1,16,0,0,0,0,1,0,1,0,71,87.0,1194.92,0.0,0.0,0.0,0.0,87.0,0
1621-WWIGLL-ITO,2,Male,34,18,4,Professional,0,Unmarried,1,120000.0,3,1,Own,Foreign,33000,25,1,1,Disc,3,1,18,0,1,1,1,1,0,0,0,7,13.8,23.84,0.0,0.0,138.75,184.92,152.55,0
1623-XBOPCW-38D,5,Male,68,16,26,Service,1,Unmarried,1,90000.0,1,0,Own,Foreign,28900,29,0,1,Visa,23,0,13,0,1,1,1,1,1,1,0,60,95.6,1156.56,0.0,0.0,277.75,4064.1,373.35,1
1626-UFIHBA-5MY,3,Female,48,17,7,Professional,0,Unmarried,1,76000.0,6,1,Own,Foreign,17900,27,0,0,Visa,5,0,24,1,0,1,0,0,0,0,0,6,24.2,34.04,109.2,130.36,0.0,0.0,133.4,0
1635-DWYMEA-EIF,2,Male,19,11,1,Crafts,0,Married,4,32000.0,0,1,Own,Foreign,7400,25,0,1,Visa,1,1,15,0,0,0,1,1,0,0,0,15,21.6,54.2,0.0,0.0,0.0,0.0,21.6,0
1636-AJDHWK-OJU,5,Male,18,13,0,Professional,0,Unmarried,1,38000.0,9,0,Lease,Foreign,8800,21,0,0,Amex,0,1,26,0,0,0,0,0,0,1,0,11,11.0,22.96,0.0,0.0,0.0,0.0,11.0,0
1636-AYARLK-IZN,4,Female,28,16,1,Professional,0,Unmarried,1,112000.0,6,1,Own,Foreign,22000,34,1,1,Disc,10,1,19,0,0,0,0,0,1,0,1,22,17.2,85.72,0.0,0.0,0.0,0.0,17.2,0
1639-YPIQOZ-LWB,3,Female,37,7,0,Sales,0,Married,2,48000.0,2,0,Lease,Domestic,9600,16,1,0,Othe,13,1,22,0,0,0,0,0,0,0,0,30,25.0,133.88,0.0,0.0,0.0,0.0,25.0,0
1640-XRQRDK-L4U,1,Female,50,12,16,Service,0,Married,2,102000.0,1,1,Own,Domestic,16600,29,1,1,Mast,16,1,27,0,0,0,1,1,0,0,0,44,26.8,255.6,0.0,0.0,0.0,0.0,26.8,0
1646-VLMHFN-DX9,1,Male,56,9,19,Labor,0,Unmarried,1,180000.0,8,0,Lease,Domestic,46900,29,0,0,Visa,15,1,18,0,1,0,1,1,0,0,0,46,18.4,141.4,0.0,0.0,116.0,1382.28,134.4,0
1648-ZISNUF-S0N,4,Male,68,11,34,Crafts,1,Married,2,32000.0,0,1,Lease,Domestic,6400,35,0,0,Mast,40,0,21,0,0,0,1,0,0,1,0,72,254.8,3782.48,0.0,0.0,0.0,0.0,254.8,0
1650-NPSXMX-ZPL,3,Male,57,12,11,Sales,0,Married,4,156000.0,2,1,Own,Foreign,29500,13,0,1,Amex,30,0,15,0,1,1,1,1,0,1,0,59,37.0,488.56,0.0,0.0,166.0,2360.76,203.0,0
1656-EBYZAL-ZLY,1,Male,48,20,9,Professional,0,Married,2,100000.0,0,1,Own,Foreign,20600,31,0,1,Mast,6,0,21,0,0,1,0,0,1,0,0,24,27.8,118.48,0.0,0.0,0.0,0.0,27.8,0
1659-AJYJAE-BX5,5,Female,47,11,15,Agriculture,0,Married,3,62000.0,0,1,Own,Domestic,14600,31,0,0,Visa,28,1,16,0,0,0,0,0,0,1,0,57,62.0,736.4,0.0,0.0,0.0,0.0,62.0,0
