CustomerID,Region,Gender,Age,Education_Years,Employment_Years,Job_Category,Retired,Marital_Status,Household_Size,Household_Income,Number_Pets,Home_Owner,Car_Ownership,Car_Brand,Car_Value,Commute_Distance,Political_Party,Votes,Credit_Card,Credit_Card_Tenure,Active_Lifestyle,TV_Watching_Hours,Streaming_Svcs,Wireless_Internet,Smart_Phone,Twitter_Acct,LinkedIn_Acct,Facebook_Acct,News_Subscriber,Coupon_Redemption,Brand_Tenure_Months,Monthly_Spend_ProductA,Cumulative_Spend_ProductA,Monthly_Spend_ProductB,Cumulative_Spend_ProductB,Monthly_Spend_ProductC,Cumulative_Spend_ProductC,Total_Avg_Monthly_Spend,High_Value_Customer,Invalid_Reasons
0892-XTOIXU-IHV,4,Male,33,10,0,Sales,0,Unmarried,2,56000.0,11,1,Nocar,Nan,0,13,0,1,Visa,15,0,22,0,0,0,1,0,0,0,0,42,47.4,440.32,0.0,0.0,0.0,0.0,47.4,0,Car_Value below threshold
0904-SOEITG-6WZ,5,Male,51,16,19,Crafts,0,Married,6,180000.0,0,1,Nocar,Nan,0,23,0,1,Disc,15,1,22,0,1,0,1,1,0,0,0,37,43.2,344.36,0.0,0.0,239.0,2065.92,282.2,1,Car_Value below threshold
0935-OTSESA-80Q,1,Male,27,17,0,Sales,0,Unmarried,1,44000.0,0,0,Own,Foreign,10200,21,0,0,Mast,1,0,31,0,0,0,0,0,0,0,1,1,7.8,1.56,0.0,0.0,0.0,0.0,7.8,0,Cumulative < Monthly for ProductA
0943-RKQWCU-GK7,3,Female,19,14,0,Professional,0,Married,4,44000.0,0,0,Own,Foreign,9500,22,1,0,Disc,2,0,23,1,0,1,1,1,0,0,0,4,18.0,14.28,156.2,103.48,0.0,0.0,174.2,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
0967-QDJNGL-30V,4,Female,51,12,6,Professional,0,Married,4,104000.0,1,1,Nocar,Nan,0,20,1,0,Visa,32,0,19,0,0,0,0,0,0,1,0,61,60.4,661.68,0.0,0.0,0.0,0.0,60.4,0,Car_Value below threshold
0969-XSHXOE-CN5,3,Female,21,13,0,Professional,0,Married,2,32000.0,6,0,Own,Domestic,11500,40,1,1,Visa,2,1,22,1,1,1,1,1,0,0,0,2,9.8,3.84,146.0,16.68,107.75,20.52,263.55,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
0992-DNDKIT-CUP,5,Male,22,16,0,Labor,0,Married,4,40000.0,3,0,Nocar,Nan,0,19,1,1,Disc,4,1,18,1,0,0,0,0,1,0,1,29,28.8,176.72,85.6,447.88,0.0,0.0,114.4,0,Car_Value below threshold
1043-IRWLWF-8JY,5,Female,24,19,0,Professional,0,Married,8,90000.0,2,1,Nocar,Nan,0,36,0,0,Othe,1,0,15,0,0,0,0,0,0,0,1,2,12.0,2.48,0.0,0.0,0.0,0.0,12.0,0,Car_Value below threshold; Cumulative < Monthly for ProductA
1044-YEOBDI-9ZV,5,Female,46,18,0,Sales,0,Married,5,122000.0,0,0,Nocar,Nan,0,26,1,1,Mast,9,1,22,0,0,0,1,1,1,1,0,26,53.0,216.72,0.0,0.0,0.0,0.0,53.0,0,Car_Value below threshold
1070-PPWOKU-X3M,4,Female,32,16,4,Professional,0,Married,5,60000.0,1,1,Nocar,Nan,0,26,0,0,Amex,14,1,25,0,0,0,0,0,0,1,1,26,35.8,171.08,0.0,0.0,0.0,0.0,35.8,0,Car_Value below threshold
1071-IRJZAI-Z7U,3,Male,50,21,7,Professional,0,Married,2,180000.0,0,1,Nocar,Nan,0,34,0,1,Amex,26,1,17,1,1,1,0,0,1,1,0,53,48.8,508.84,155.2,1634.8,146.5,1996.32,350.5,1,Car_Value below threshold
1083-CDPIPL-6WB,1,Female,31,19,2,Agriculture,0,Unmarried,2,30000.0,3,1,Own,Domestic,6200,26,0,1,Mast,2,0,21,1,0,1,0,0,1,0,0,2,13.2,4.0,99.6,24.56,0.0,0.0,112.8,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1083-PBHZLD-1OD,5,Female,70,16,33,Crafts,1,Married,2,98000.0,1,1,Nocar,Nan,0,23,0,1,Visa,37,1,21,0,0,0,0,0,1,1,1,70,48.8,654.16,0.0,0.0,0.0,0.0,48.8,0,Car_Value below threshold
1084-NRUIXF-JOO,1,Male,76,12,35,Labor,1,Married,2,42000.0,2,1,Nocar,Nan,0,20,0,1,Mast,35,0,12,0,0,0,0,1,0,1,0,71,97.4,1344.28,0.0,0.0,0.0,0.0,97.4,0,Car_Value below threshold
1086-IKBULJ-52W,1,Female,38,15,8,Professional,0,Married,2,162000.0,0,1,Own,Foreign,30600,28,1,0,Disc,1,0,15,0,0,0,0,0,0,0,0,1,5.6,1.12,0.0,0.0,0.0,0.0,5.6,0,Cumulative < Monthly for ProductA
1092-HEXNBI-X8P,2,Male,39,18,11,Crafts,0,Married,3,138000.0,0,1,Nocar,Nan,0,23,1,0,Disc,21,1,11,0,0,0,1,1,0,1,1,71,109.2,1548.16,0.0,0.0,0.0,0.0,109.2,0,Car_Value below threshold
1100-MHOLDR-TXJ,1,Female,33,18,3,Professional,0,Unmarried,1,66000.0,2,1,Own,Domestic,15400,16,1,1,Visa,2,0,14,1,0,0,0,1,1,0,0,6,8.4,14.76,84.6,71.48,0.0,0.0,93.0,0,Cumulative < Monthly for ProductB
1101-PBBFSP-62M,3,Male,62,15,12,Sales,0,Married,3,58000.0,5,1,Nocar,Nan,0,29,1,0,Disc,37,0,21,1,1,1,0,1,1,1,1,65,73.8,950.04,180.0,2474.28,255.5,3871.2,509.3,1,Car_Value below threshold
1103-KTXUJS-ZPH,3,Female,18,13,0,Service,0,Married,4,30000.0,1,1,Lease,Domestic,9100,17,1,1,Mast,0,0,14,1,0,0,0,0,1,1,1,2,56.4,22.92,122.2,20.88,0.0,0.0,178.6,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1118-EXWGFB-XTO,1,Female,31,19,0,Sales,0,Unmarried,1,190000.0,3,1,Nocar,Nan,0,32,0,1,Disc,13,0,13,0,0,0,0,1,1,0,0,30,74.6,466.08,0.0,0.0,0.0,0.0,74.6,0,Car_Value below threshold
1125-WSNSLC-7RQ,3,Male,49,22,12,Service,0,Married,4,314000.0,0,0,Nocar,Nan,0,31,0,1,Amex,9,0,18,1,1,1,1,1,1,0,1,23,48.0,226.36,296.4,1397.8,408.75,2135.7,753.15,1,Car_Value below threshold
1145-YQLGYX-7S6,3,Female,31,18,1,Professional,0,Unmarried,5,62000.0,1,1,Own,Domestic,13800,39,0,0,Visa,2,1,19,0,0,0,0,0,1,0,0,4,15.2,10.84,0.0,0.0,0.0,0.0,15.2,0,Cumulative < Monthly for ProductA
1159-OQCZSH-PRW,2,Male,68,16,8,Sales,0,Unmarried,1,178000.0,7,0,Lease,Domestic,43700,22,0,0,Mast,4,0,19,0,0,0,0,0,0,0,0,5,22.6,16.48,0.0,0.0,0.0,0.0,22.6,0,Cumulative < Monthly for ProductA
1167-QQWVVB-6PL,2,Male,39,13,15,Labor,0,Unmarried,2,102000.0,6,0,Nocar,Nan,0,24,1,1,Mast,21,0,18,1,0,0,1,1,0,1,0,69,126.8,1777.28,191.2,2619.64,0.0,0.0,318.0,1,Car_Value below threshold
1180-HTEUWU-TUM,2,Male,57,12,13,Professional,0,Unmarried,1,88000.0,5,1,Nocar,Nan,0,21,0,0,Mast,27,1,18,0,0,0,0,0,0,1,0,61,79.8,949.24,0.0,0.0,0.0,0.0,79.8,0,Car_Value below threshold
1185-HDYZLU-09O,5,Female,68,11,11,Sales,1,Married,2,22000.0,4,0,Nocar,Nan,0,29,0,1,Visa,29,1,18,0,0,0,0,0,0,0,1,62,48.6,549.68,0.0,0.0,0.0,0.0,48.6,0,Car_Value below threshold
1196-LXFRGW-4PI,5,Female,35,16,0,Sales,0,Married,2,76000.0,0,1,Nocar,Nan,0,21,0,1,Visa,5,1,22,0,0,0,1,0,0,0,0,7,29.8,41.68,0.0,0.0,0.0,0.0,29.8,0,Car_Value below threshold
1210-DFERRV-YE6,3,Male,40,14,2,Professional,0,Unmarried,1,44000.0,0,1,Nocar,Nan,0,19,0,0,Mast,6,0,28,0,0,0,0,0,0,0,0,21,25.2,107.16,0.0,0.0,0.0,0.0,25.2,0,Car_Value below threshold
1217-RBIJEZ-G6B,3,Male,60,15,3,Sales,0,Unmarried,2,60000.0,0,1,Own,Domestic,19800,20,0,1,Disc,2,1,20,1,0,0,0,1,1,0,0,5,14.4,18.0,113.4,80.52,0.0,0.0,127.8,0,Cumulative < Monthly for ProductB
1230-EGVSOA-POF,4,Female,36,19,5,Service,0,Married,3,160000.0,1,0,Nocar,Nan,0,29,1,1,Disc,8,1,20,0,0,0,0,0,1,1,0,27,56.2,258.04,0.0,0.0,0.0,0.0,56.2,0,Car_Value below threshold
1317-OEYPNM-WZ4,3,Female,79,13,10,Professional,1,Unmarried,1,18000.0,0,1,Nocar,Nan,0,23,0,1,Visa,33,1,18,0,0,0,0,0,0,1,0,61,58.2,734.44,0.0,0.0,0.0,0.0,58.2,0,Car_Value below threshold
1341-ZSKCOA-3SH,3,Female,22,17,0,Labor,0,Unmarried,2,72000.0,2,1,Nocar,Nan,0,23,0,1,Visa,2,1,19,1,0,0,0,0,0,0,0,2,22.4,9.2,72.8,16.04,0.0,0.0,95.2,0,Car_Value below threshold; Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1345-ENBSLG-BJK,2,Male,28,13,8,Crafts,0,Unmarried,1,58000.0,2,0,Nocar,Nan,0,28,0,1,Amex,11,1,18,0,0,0,0,0,1,0,0,28,20.0,129.96,0.0,0.0,0.0,0.0,20.0,0,Car_Value below threshold
1360-WHYBEX-2PN,2,Female,51,17,20,Crafts,0,Married,2,124000.0,7,0,Own,Foreign,28800,26,1,0,Visa,1,0,17,0,0,0,0,0,1,0,0,3,14.0,9.48,0.0,0.0,0.0,0.0,14.0,0,Cumulative < Monthly for ProductA
1370-VRUSTM-3SJ,2,Female,75,11,26,Service,1,Married,2,48000.0,0,1,Nocar,Nan,0,29,1,0,Visa,36,0,25,0,0,0,0,0,0,1,0,71,99.0,1390.8,0.0,0.0,0.0,0.0,99.0,0,Car_Value below threshold
1372-QLEMRX-D6S,3,Female,35,21,3,Service,0,Married,3,70000.0,5,1,Nocar,Nan,0,28,1,0,Amex,12,0,23,1,1,1,1,0,1,0,0,20,17.2,76.88,132.4,471.04,138.75,682.44,288.35,1,Car_Value below threshold
1422-SOIMEM-EIK,3,Male,34,20,3,Professional,0,Unmarried,2,125000.0,0,1,Nocar,Nan,0,28,1,0,Amex,16,1,26,1,1,1,1,1,1,0,0,38,48.4,354.48,277.6,2079.8,356.0,3222.18,682.0,1,Car_Value below threshold
1437-MTVOJE-68J,4,Male,37,13,5,Professional,0,Married,3,56000.0,10,0,Nocar,Nan,0,28,0,0,Disc,10,1,25,0,0,0,1,1,0,0,0,16,17.2,36.8,0.0,0.0,0.0,0.0,17.2,0,Car_Value below threshold
1441-JNZRPW-8KQ,3,Female,30,13,8,Labor,0,Unmarried,1,98000.0,2,1,Own,Domestic,28800,34,0,1,Visa,2,0,18,0,0,0,0,0,1,0,0,3,16.2,8.92,0.0,0.0,0.0,0.0,16.2,0,Cumulative < Monthly for ProductA
1458-OZFBTY-TB2,2,Male,49,14,4,Sales,0,Married,5,70000.0,3,1,Nocar,Nan,0,39,0,0,Amex,27,1,13,0,0,0,0,0,0,1,0,44,69.8,619.12,0.0,0.0,0.0,0.0,69.8,0,Car_Value below threshold
1462-SXEVBW-VFB,4,Male,42,14,7,Professional,0,Unmarried,3,100000.0,0,0,Lease,Foreign,17500,20,1,0,Amex,3,1,22,0,1,0,1,1,1,0,0,4,18.8,7.8,0.0,0.0,169.0,149.76,187.8,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductC
1477-KHJTCK-UA4,5,Female,19,14,0,Professional,0,Unmarried,1,56000.0,0,1,Lease,Foreign,10600,13,0,1,Visa,1,1,12,1,0,0,0,0,0,0,0,2,8.0,3.52,90.4,26.12,0.0,0.0,98.4,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1480-LAMNYA-RW9,2,Male,19,9,0,Sales,0,Unmarried,2,44000.0,5,1,Own,Domestic,9500,23,0,0,Amex,2,0,25,0,0,0,0,0,0,0,0,4,13.6,11.44,0.0,0.0,0.0,0.0,13.6,0,Cumulative < Monthly for ProductA
1480-RXDDLX-RUO,4,Male,18,13,0,Sales,0,Unmarried,1,34000.0,0,1,Own,Domestic,8800,24,1,1,Mast,0,1,17,1,0,0,0,0,0,0,0,5,20.0,16.84,88.6,80.24,0.0,0.0,108.6,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1492-MUMVFT-GK0,2,Female,24,11,2,Professional,0,Married,4,36000.0,2,0,Own,Domestic,6300,33,1,0,Mast,2,1,16,0,0,0,0,0,0,0,0,4,15.0,10.76,0.0,0.0,0.0,0.0,15.0,0,Cumulative < Monthly for ProductA
1495-GRUFZD-ZXD,3,Male,77,10,20,Sales,1,Married,2,28000.0,0,1,Nocar,Nan,0,17,1,0,Mast,21,0,19,0,0,0,0,0,0,0,0,55,89.2,1014.6,0.0,0.0,0.0,0.0,89.2,0,Car_Value below threshold
1495-PIDPIA-2Y8,5,Female,26,14,2,Labor,0,Unmarried,3,48000.0,0,1,Own,Foreign,13000,33,1,1,Amex,1,0,24,1,0,0,0,0,1,0,0,2,12.8,6.6,105.2,31.28,0.0,0.0,118.0,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1505-IZGNXN-HKS,3,Female,66,12,34,Professional,0,Unmarried,1,148000.0,5,0,Nocar,Nan,0,25,1,1,Disc,39,0,23,0,0,0,0,1,1,1,0,71,190.2,2726.04,0.0,0.0,0.0,0.0,190.2,0,Car_Value below threshold
1509-USPCEF-EYU,5,Male,25,13,3,Professional,0,Married,3,44000.0,3,0,Nocar,Nan,0,26,1,0,Visa,7,0,26,0,0,0,0,0,0,0,1,37,41.2,301.36,0.0,0.0,0.0,0.0,41.2,0,Car_Value below threshold
1512-XVXHMT-7YJ,2,Female,36,19,4,Professional,0,Unmarried,5,58000.0,0,1,Nocar,Nan,0,22,0,1,Visa,6,1,18,1,0,0,0,0,1,0,0,19,22.2,64.16,143.4,507.64,0.0,0.0,165.6,0,Car_Value below threshold
1538-IPVOSQ-KVC,4,Female,31,20,1,Professional,0,Unmarried,3,46000.0,3,1,Nocar,Nan,0,29,0,0,Mast,4,1,22,1,1,1,0,1,1,0,0,8,21.0,27.0,163.4,231.88,216.0,344.46,400.4,1,Car_Value below threshold
1547-YZRUKA-5XO,1,Male,18,13,0,Sales,0,Unmarried,2,32000.0,2,1,Own,Domestic,9200,28,0,0,Mast,0,1,16,0,0,0,0,0,0,0,0,1,52.8,10.56,0.0,0.0,0.0,0.0,52.8,0,Cumulative < Monthly for ProductA
1559-QPEICW-T7K,2,Male,35,17,1,Professional,0,Unmarried,1,106000.0,3,0,Own,Domestic,22200,30,1,1,Visa,1,1,21,0,0,0,0,0,1,0,0,2,10.6,2.56,0.0,0.0,0.0,0.0,10.6,0,Cumulative < Monthly for ProductA
1562-OUZZYX-2AF,4,Male,18,13,0,Crafts,0,Unmarried,4,36000.0,0,0,Lease,Foreign,7900,29,1,0,Othe,0,1,29,0,0,0,0,0,0,0,1,5,26.2,21.32,0.0,0.0,0.0,0.0,26.2,0,Cumulative < Monthly for ProductA
1567-HTQZHJ-ZZH,4,Female,18,13,0,Sales,0,Married,6,56000.0,0,0,Nocar,Nan,0,17,0,1,Visa,0,0,14,0,1,1,1,1,0,1,1,11,39.8,81.12,0.0,0.0,324.0,790.74,363.8,1,Car_Value below threshold
1568-YJDIBX-U99,3,Male,69,15,15,Professional,1,Unmarried,1,28000.0,3,0,Nocar,Nan,0,24,1,0,Mast,13,0,20,0,0,0,0,0,0,1,0,42,44.8,381.72,0.0,0.0,0.0,0.0,44.8,0,Car_Value below threshold
1577-QPQCTM-4DS,5,Male,23,11,2,Sales,0,Unmarried,1,32000.0,2,1,Lease,Domestic,8700,29,0,1,Othe,1,0,16,0,0,0,1,1,0,0,1,1,9.2,1.84,0.0,0.0,0.0,0.0,9.2,0,Cumulative < Monthly for ProductA
1581-ZCJWIG-F7G,3,Female,38,12,10,Service,0,Married,4,66000.0,3,0,Nocar,Nan,0,21,0,1,Othe,20,1,22,0,0,0,0,0,0,1,0,64,80.0,1046.92,0.0,0.0,0.0,0.0,80.0,0,Car_Value below threshold
1587-MZMPAV-JRN,5,Male,18,13,0,Labor,0,Unmarried,3,30000.0,2,1,Own,Foreign,9200,28,0,0,Amex,1,0,16,0,1,1,1,1,0,0,0,1,4.0,0.8,0.0,0.0,74.5,17.88,78.5,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductC
1610-MRXMMY-AXH,1,Female,24,10,5,Service,0,Unmarried,1,60000.0,1,0,Own,Foreign,17000,27,1,1,Mast,2,1,22,1,0,1,0,1,1,0,1,2,13.8,4.96,101.8,30.12,0.0,0.0,115.6,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1615-ZJOTGT-YBL,4,Female,25,18,0,Sales,0,Married,7,72000.0,8,1,Lease,Domestic,23400,26,1,1,Othe,3,0,24,0,1,1,0,1,1,0,0,6,15.6,12.48,0.0,0.0,116.0,120.18,131.6,0,Cumulative < Monthly for ProductA
1630-MKOJBB-KDY,5,Female,18,13,0,Crafts,0,Married,4,22000.0,1,0,Own,Domestic,6800,21,1,0,Visa,0,0,18,0,0,1,1,1,1,0,0,2,26.0,11.08,0.0,0.0,0.0,0.0,26.0,0,Cumulative < Monthly for ProductA
1635-WRUADP-XLS,5,Female,74,10,14,Professional,0,Unmarried,1,108000.0,0,0,Nocar,Nan,0,20,0,0,Visa,33,0,28,0,1,1,1,1,1,1,0,68,111.2,1501.2,0.0,0.0,211.25,3186.12,322.45,1,Car_Value below threshold
1641-ULXCSK-CE2,5,Male,19,14,0,Sales,0,Unmarried,1,36000.0,0,1,Nocar,Nan,0,29,1,1,Mast,1,1,17,0,0,0,1,0,0,0,0,2,12.0,5.44,0.0,0.0,0.0,0.0,12.0,0,Car_Value below threshold; Cumulative < Monthly for ProductA
1644-WUTPTF-V6K,1,Female,74,12,28,Crafts,1,Unmarried,1,26000.0,1,0,Nocar,Nan,0,33,0,0,Mast,40,1,23,0,0,0,0,0,0,1,0,72,252.6,3692.56,0.0,0.0,0.0,0.0,252.6,0,Car_Value below threshold
1650-QZVKGA-5Y7,3,Female,20,14,0,Professional,0,Married,4,38000.0,1,1,Nocar,Nan,0,32,0,0,Visa,3,0,18,1,1,1,1,1,1,0,0,9,11.2,18.68,155.8,241.72,129.25,240.78,296.25,1,Car_Value below threshold
1655-NMUTVQ-YFE,4,Female,50,15,9,Professional,0,Married,4,160000.0,0,1,Nocar,Nan,0,25,1,0,Amex,6,1,24,1,1,1,0,1,1,0,0,14,22.4,62.32,161.6,449.08,159.75,553.2,343.75,1,Car_Value below threshold
1671-RYWXPZ-ZX8,3,Female,26,17,2,Labor,0,Married,4,82000.0,0,1,Nocar,Nan,0,27,1,0,Amex,6,1,18,0,1,1,1,1,0,0,0,9,27.2,53.16,0.0,0.0,169.75,359.58,196.95,0,Car_Value below threshold
1705-NMIQNO-IC4,3,Male,58,18,3,Professional,0,Unmarried,1,126000.0,0,1,Nocar,Nan,0,16,0,1,Disc,25,1,21,0,0,0,1,0,0,1,1,58,48.4,544.6,0.0,0.0,0.0,0.0,48.4,0,Car_Value below threshold
1726-EJQGMP-OLF,5,Female,36,12,13,Crafts,0,Unmarried,3,106000.0,7,1,Own,Foreign,31600,22,0,1,Disc,2,0,24,0,0,0,1,1,0,0,0,6,12.8,10.84,0.0,0.0,0.0,0.0,12.8,0,Cumulative < Monthly for ProductA
1728-IMNMSD-D4I,3,Male,18,13,0,Professional,0,Unmarried,1,38000.0,1,1,Own,Domestic,9000,23,1,0,Visa,0,1,19,1,1,0,0,0,0,1,0,3,36.8,22.92,106.4,55.8,76.0,40.8,219.2,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
1729-LDUPIQ-AKS,3,Male,26,16,1,Professional,0,Married,3,42000.0,0,1,Own,Foreign,11100,34,1,1,Disc,1,1,0,0,1,1,1,0,1,0,0,1,11.2,2.24,0.0,0.0,106.25,25.5,117.45,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductC
1730-TFNOFH-PRS,3,Female,36,18,1,Sales,0,Unmarried,1,70000.0,2,1,Lease,Domestic,12900,34,0,1,Disc,1,0,18,0,1,1,1,1,1,0,0,4,8.2,11.96,0.0,0.0,144.5,130.68,152.7,0,Cumulative < Monthly for ProductC
1751-IQPXZD-CZV,5,Female,57,8,4,Sales,0,Unmarried,1,38000.0,1,0,Own,Foreign,7300,34,0,0,Othe,1,0,11,0,0,0,0,0,0,0,0,2,8.8,3.08,0.0,0.0,0.0,0.0,8.8,0,Cumulative < Monthly for ProductA
1756-TEIMBG-VRM,3,Male,79,8,11,Sales,1,Unmarried,1,18000.0,1,0,Nocar,Nan,0,31,0,0,Mast,33,0,0,0,0,0,0,0,0,1,0,68,125.0,1713.28,0.0,0.0,0.0,0.0,125.0,0,Car_Value below threshold
1758-VKWGFT-E0C,4,Male,35,14,6,Professional,0,Married,5,96000.0,0,1,Nocar,Nan,0,25,0,1,Mast,9,1,14,0,0,0,1,1,0,0,1,13,10.2,24.8,0.0,0.0,0.0,0.0,10.2,0,Car_Value below threshold
1783-GEOTHA-HSY,4,Female,29,16,2,Professional,0,Unmarried,1,86000.0,1,1,Own,Foreign,17600,23,0,1,Visa,4,1,10,1,1,1,1,1,1,0,0,5,28.4,33.72,202.0,135.72,223.75,212.16,454.15,1,Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
1785-HTPJXX-FDC,2,Male,36,20,2,Professional,0,Unmarried,2,82000.0,9,1,Own,Domestic,13500,25,1,1,Amex,2,0,24,0,1,0,1,1,0,0,0,5,25.8,33.24,0.0,0.0,139.75,136.74,165.55,0,Cumulative < Monthly for ProductC
1785-IYYYGN-HTR,1,Female,79,17,7,Sales,1,Unmarried,1,18000.0,5,1,Nocar,Nan,0,22,0,0,Amex,9,0,0,1,1,1,0,0,1,0,0,25,33.4,176.68,126.4,623.12,141.75,784.38,301.55,1,Car_Value below threshold
1808-MVSJCW-3WB,2,Female,20,15,0,Sales,0,Unmarried,1,46000.0,5,0,Own,Domestic,9900,28,0,1,Mast,2,0,25,1,0,1,1,0,0,0,0,3,7.4,4.36,117.2,57.72,0.0,0.0,124.6,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
1813-DTHSFS-0BT,1,Male,78,11,40,Labor,1,Married,2,46000.0,6,0,Nocar,Nan,0,21,0,0,Mast,25,0,25,0,0,0,0,0,0,0,0,49,48.6,532.68,0.0,0.0,0.0,0.0,48.6,0,Car_Value below threshold
1830-MQTMVB-DRW,5,Male,35,11,4,Professional,0,Unmarried,2,50000.0,9,1,Nocar,Nan,0,21,0,0,Amex,17,1,14,0,0,1,1,1,0,1,0,43,45.0,397.12,0.0,0.0,0.0,0.0,45.0,0,Car_Value below threshold
1834-KUMRGH-5EV,3,Male,39,20,8,Crafts,0,Unmarried,2,156000.0,1,1,Nocar,Nan,0,27,1,1,Amex,21,1,9,0,1,1,0,1,1,1,0,55,49.4,533.36,0.0,0.0,249.0,3266.4,298.4,1,Car_Value below threshold
1843-WNUOKN-EUL,4,Female,21,16,0,Sales,0,Married,3,34000.0,6,1,Lease,Foreign,8700,33,0,0,Amex,1,1,18,1,1,1,0,0,1,0,0,5,15.2,16.88,158.0,142.04,105.75,87.72,278.95,1,Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
1844-MWTFIG-QB1,2,Female,39,17,5,Professional,0,Unmarried,1,72000.0,1,1,Own,Domestic,16700,37,1,1,Visa,2,1,16,0,0,0,0,0,0,0,0,5,13.8,10.56,0.0,0.0,0.0,0.0,13.8,0,Cumulative < Monthly for ProductA
1889-TEMGVP-F4B,2,Female,58,12,5,Sales,0,Unmarried,1,88000.0,5,1,Nocar,Nan,0,26,0,0,Disc,21,0,22,0,0,1,1,0,0,0,0,39,64.0,521.68,0.0,0.0,0.0,0.0,64.0,0,Car_Value below threshold
1890-HNWCEI-0ZL,4,Male,69,11,11,Professional,0,Unmarried,1,106000.0,5,1,Nocar,Nan,0,19,0,1,Visa,31,0,24,0,0,0,0,1,0,0,0,59,62.4,710.52,0.0,0.0,0.0,0.0,62.4,0,Car_Value below threshold
1906-FOLHPJ-CZZ,3,Female,67,14,7,Sales,0,Married,2,56000.0,10,0,Nocar,Nan,0,20,0,0,Visa,35,0,19,0,0,0,0,0,0,1,0,64,140.0,1795.04,0.0,0.0,0.0,0.0,140.0,0,Car_Value below threshold
1909-LZTQBC-0D7,3,Male,22,17,0,Sales,0,Married,5,38000.0,0,1,Own,Domestic,9700,15,0,0,Mast,4,1,18,0,0,0,0,0,1,0,0,5,19.4,16.48,0.0,0.0,0.0,0.0,19.4,0,Cumulative < Monthly for ProductA
1911-MAZGNL-EI4,2,Male,30,20,0,Professional,0,Married,7,148000.0,0,1,Own,Foreign,39400,20,0,1,Amex,1,1,11,1,1,1,0,1,1,0,0,4,13.4,8.36,160.6,107.52,141.25,116.34,315.25,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
1911-QWFGHD-HTX,4,Female,39,21,1,Sales,0,Unmarried,1,70000.0,5,1,Own,Domestic,9200,22,1,0,Disc,2,0,19,0,1,1,1,1,0,0,0,3,17.2,10.92,0.0,0.0,147.25,48.9,164.45,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductC
1942-HUBTKT-AMJ,5,Male,60,17,8,Professional,0,Married,2,186000.0,1,1,Nocar,Nan,0,16,0,1,Amex,29,0,19,1,1,1,1,1,1,0,0,60,68.8,836.04,190.2,2299.12,244.25,3538.8,503.25,1,Car_Value below threshold
1987-BENLKO-AF6,4,Male,41,14,12,Professional,0,Unmarried,4,126000.0,14,0,Nocar,Nan,0,25,0,0,Othe,18,0,15,1,0,0,0,0,0,1,0,36,52.2,396.2,131.0,917.88,0.0,0.0,183.2,0,Car_Value below threshold
2002-ZLIOCK-6I7,3,Male,56,14,14,Professional,0,Unmarried,1,100000.0,3,0,Own,Foreign,23900,27,0,1,Amex,1,0,17,1,1,1,1,1,1,0,0,2,6.6,5.52,154.8,32.28,177.75,42.78,339.15,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2003-DHEWXA-JM3,4,Male,37,15,2,Sales,0,Unmarried,1,94000.0,5,1,Own,Domestic,25600,24,0,1,Amex,2,0,20,1,0,0,0,0,0,1,0,6,8.4,5.0,69.0,81.08,0.0,0.0,77.4,0,Cumulative < Monthly for ProductA
2036-TFDMSS-V5G,1,Female,33,13,6,Professional,0,Unmarried,1,74000.0,0,1,Nocar,Nan,0,39,0,1,Visa,15,1,12,0,0,0,0,1,0,0,0,48,52.2,470.6,0.0,0.0,0.0,0.0,52.2,0,Car_Value below threshold
2038-OVSVLN-8NO,2,Female,22,17,0,Professional,0,Unmarried,1,40000.0,5,0,Nocar,Nan,0,21,1,0,Mast,4,1,20,0,1,1,1,0,0,0,0,15,21.2,57.28,0.0,0.0,123.0,400.02,144.2,0,Car_Value below threshold
2049-KTNHMV-YMX,4,Female,40,13,10,Service,0,Married,2,48000.0,1,0,Nocar,Nan,0,28,1,1,Othe,15,0,21,0,0,0,1,1,0,0,1,26,42.8,203.12,0.0,0.0,0.0,0.0,42.8,0,Car_Value below threshold
